Field Mnemonic,Data License Category,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Field Type,Width
NUMBER_OF_PAYING_USERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_PAYROLL_CUSTOMERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_PORTS_PRESENCE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_REGISTERED_USERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_SAME_STORE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_SAME_STORE_DESIGN_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_SATELLITES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_SELLING_COMMUNITIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_SERVICES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_SITES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_SPILLS_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_STATIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_STORE_NAMES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_STRATEGIES,Security Master, , , , , , , , ,Curncy, ,Integer,0
NUMBER_OF_SUBSCRIBERS_WITH_3G,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_TEMPORARY_EMPLOYEES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_TERMINALS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_THIRD_PARTY_CARRIERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_TOTAL_DESIGN_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_TOTAL_INVESTMENTS,Security Master, ,Equity, , , , , , , , ,Integer,0
NUMBER_OF_TRADE_NAMES_CRUISE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_TRADE_TICKS,End of Day Pricing, , , ,Pfd, ,Govt,Corp, , , ,Integer,0
NUMBER_OF_TRANSACTIONS,End of Day Pricing, , , , , , , ,Index, , ,Price,0
NUMBER_OF_TRANSIENT_RV_SITES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_TREATMENT_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_UHD_CHANNELS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_UNITS_SHIPPED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_USERS_SERVICED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_VEHICLES_PRODUCED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_VEHICLES_SOLD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_WAREHOUSES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_WARRANTS_BOUGHT,Security Master, ,Equity, , , , , , , , ,Integer,0
NUMBER_OF_WARRANTS_SOLD,Security Master, ,Equity, , , , , , , , ,Integer,0
NUMBER_OF_WATER_CLIENTS_SERVED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_WEEKLY_ADVANCERS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUMBER_OF_WEEKLY_DECLINERS,Derived Data, , , , , , , ,Index, , ,Integer,0
NUMBER_OF_WELLS_COMPLETED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_WIRELINE_SUBSCRIBERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_OF_WOMEN_DIRECTORS_ON_BRD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_WOMEN_EXECUTIVES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_WOMEN_ON_BOARD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_OF_WORKDAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_ONLINE_CUSTOMERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_PGE_ELEMENTS_PRODUCED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_PIPELINE_INCIDENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_PLUG_VEHICLES_SOLD,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_POLICIES_IN_FORCE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_PREMIUM_PROD_SUBSCRIBERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_PRODUCTS_ECO_LABELS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_READY_MIX_CONCRETE_PLANTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_RECALLS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_RECYCLING_CENTERS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_REFINERIES_WORLD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_RENEWED_LEASES_TOT_RETAIL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_REQUESTS_USER_INFO,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_SERVICE_DISRUPTIONS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_SIGNIFICANT_SPILLS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_SITES_ESA,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_SMART_METER_CUSTOMERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_SMART_METER_INSTALLED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_SPILLS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_STRIKES_AND_LOCKOUTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_SUPPLIERS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_SUPPLIERS_NON_COMPL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_TAILINGS_IMPOUNDMENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_TENANTS_OFFICE_CBD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_TENANTS_OFFICE_CBD_TOTAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_THIRD_PARTY_ACCIDENTS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_THIRD_PARTY_SOURCES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_TOTAL_CARDS_OUTSTDG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
NUMBER_TRANSACTIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_TRANSFER_STATIONS,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NUMBER_WASTE_TO_ENERGY_PROJECTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
NUMBER_ZEV_SOLD,Security Master, ,Equity, , , , ,Corp, , , ,Integer,0
NXT_CALL_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
NXT_CALL_PX,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Price,0
NXT_CAP_AMT,End of Day Pricing, , , , , , ,Corp, , , ,Real,0
NXT_CAP_DT,Security Master, , , , , , ,Corp, , , ,Date,0
NXT_CPN_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
NXT_FACTOR_DT,Security Master, , , , , , ,Corp, , , ,Date,0
NXT_FUT_DVD_NOTE,Security Master, ,Equity, , , , , , , , ,Character,0
NXT_FWD_BASIS_ASK,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
NXT_FWD_BASIS_BID,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
NXT_FWD_BASIS_MID,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
NXT_PAR_CALL_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , , ,Date,0
NXT_PAR_CALL_PX,Security Master, , ,Muni, , , , , , , ,Price,0
NXT_PAR_PUT_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , , ,Date,0
NXT_PREMIUM_CALL_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
NXT_PREMIUM_CALL_PX,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Price,0
NXT_PUT_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , , ,Date,0
NXT_PUT_PX,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , , ,Price,0
NXT_REFIX_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
NXT_REFUND_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , , ,Date,0
NXT_SINK_AMT,Security Master, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
NXT_SINK_ANTICIPATED_AMT,Security Master, , ,Muni, , , , , , , ,Integer,0
NXT_SINK_ANTICIPATED_DT,Security Master, , ,Muni, , , , , , , ,Date,0
NXT_SINK_ANTICIPATED_PX,Security Master, , ,Muni, , , , , , , ,Price,0
NXT_SINK_DT,Security Master, , ,Muni,Pfd,M-Mkt,Govt,Corp, , , ,Date,0
NXT_SINK_PX,Security Master, , ,Muni, , , , , , , ,Price,0
NY_LAST_DATE,End of Day Pricing,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Date,0
NY_LAST_TIME,End of Day Pricing,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Date or Time,0
NY_TIME_OF_LAST_PRICE_UPDATE,End of Day Pricing, ,Equity,Muni, ,M-Mkt, , , , ,Mtge,Time,0
O_SPREAD_ASK,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
O_SPREAD_BID,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
O_SPREAD_MID,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
OAD_DWN_SHFT_PX,Derived Data, , , , , , , , , ,Mtge,Price,0
OAD_UP_SHFT_PX,Derived Data, , , , , , , , , ,Mtge,Price,0
OAS_ASK_YIELD_TO_WORKOUT,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_BID_YIELD_TO_WORKOUT,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_CURVE_DT,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Date,0
OAS_CURVE_ID,Security Master, , ,Muni, , ,Govt,Corp, , ,Mtge,Character,0
OAS_DISCOUNT_CURVE_ID,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Character,0
OAS_DT,Security Master, , , , , ,Govt,Corp, , , ,Date,0
OAS_DURATION_SOV_CURVE,Derived Data, , , , , , , ,Index, , ,Real,0
OAS_DURATION_SWAP_CURVE,Derived Data, , , , , , , ,Index, , ,Real,0
OAS_KEY_RATE_DELTA_10YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_1YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_20YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_2YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_30YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_3M,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_3YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_5YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_6M,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DELTA_7YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_10YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_1YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_20YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_2YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_30YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_3M,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_3YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_5YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_6M,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_KEY_RATE_DUR_7YR,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_MID_YIELD_TO_WORKOUT,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_MODEL,Derived Data, , ,Muni, , ,Govt,Corp, , , ,Character,0
OAS_OPT_VAL_ASK,Derived Data, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
OAS_OPT_VAL_BID,Derived Data, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
OAS_OPT_VAL_MID,Derived Data, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
OAS_SOVEREIGN_CURVE,Derived Data, , , , , , , ,Index, , ,Real,0
OAS_SPREAD_ASK,Derived Data, , ,Muni,Pfd, ,Govt,Corp,Index, ,Mtge,Real,0
OAS_SPREAD_BID,Derived Data, , ,Muni,Pfd, ,Govt,Corp,Index, ,Mtge,Real,0
OAS_SPREAD_DUR_ASK,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_SPREAD_DUR_BID,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_SPREAD_DUR_MID,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,0
OAS_SPREAD_MID,Derived Data, , ,Muni,Pfd, ,Govt,Corp,Index, ,Mtge,Real,0
OAS_SPREAD_YEST,Derived Data, , , , , ,Govt,Corp, , , ,Real,0
OAS_SWAP_CURVE,Derived Data, , , , , , , ,Index, , ,Real,0
OAS_TO_6M_SWAP_CONTRIBUTED,End of Day Pricing, , , , , , ,Corp, , , ,Real,0
OAS_VOL_ASK,Derived Data, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
OAS_VOL_BID,Derived Data, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
OAS_VOL_MID,Derived Data, , ,Muni,Pfd, ,Govt,Corp, , , ,Real,0
OAS_ZERO_VOL_ASK,Derived Data, , , , , , , , , ,Mtge,Real,0
OAS_ZERO_VOL_BID,Derived Data, , , , , , , , , ,Mtge,Real,0
OAS_ZERO_VOL_MID,Derived Data, , , , , , , , , ,Mtge,Real,0
OBLIG_INDUSTRY_SUBGROUP,Credit Risk, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OBLIGOR_2_ALT_ID_BB,Security Master, , ,Muni, , , , , , , ,Integer,0
OBLIGOR_3_ALT_ID_BB,Security Master, , ,Muni, , , , , , , ,Integer,0
OBLIGOR_BBID,Credit Risk,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OBLIGOR_DESCRIPTION,Security Master, , ,Muni, , , , , , , ,Bulk Format,0
OBLIGOR_FULL_NAME,Credit Risk, ,Equity, , , , , , , , ,Long Character,0
OBLIGOR_NAME,Credit Risk,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OBS_PERIOD,Security Master, , , ,Pfd, , ,Corp, , , ,Bulk Format,0
OBSERVATION_METHOD,Security Master, , , ,Pfd, , ,Corp, , , ,Character,0
OBSERVATION_PERIOD,Security Master, , , , , , , ,Index, , ,Character,0
OBSRVTN_PERD_ADJSTD_DAYS,Security Master, , , , ,M-Mkt, ,Corp, , ,Mtge,Integer,0
OBSRVTN_PERD_ADJSTMNT_HOLDY_CDR,Security Master, , , , ,M-Mkt, ,Corp, , ,Mtge,Character,0
OCC_SYMBOL,Security Master, ,Equity, , , , , ,Index,Curncy, ,Character,0
OCCUP_DISEASE_CASES_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
OCCUP_DISEASE_RE_WRKFRCE_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUP_DISEASE_RT_CNTRCTR_FLD_SCR,Security Master, ,Equity, , , , ,Corp, , , ,Real,0
OCCUP_DISEASE_RT_EMPLYEE_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUP_DISEASE_RT_WORKFORCE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_CONSOLIDATED_RETAIL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_LEVEL_AVERAGE_PCT,Security Master, ,Equity, , , , , , , , ,Real,0
OCCUPANCY_RATE_HOSPITAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_RATE_RETIREMENT_CARE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_RETAIL_ALL_PROPERTIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_RETAIL_CNS_MALL_PPTYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_RETAIL_MALL_PROPERTIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_RETAIL_UCN_MALL_PPTYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPANCY_UNCONSOLIDATED_RETAIL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPATIONAL_DISEASE_CASES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
OCCUPATIONAL_DISEASE_RT_CNTRCTR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCCUPATIONAL_DISEASE_RT_EMPL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCF_TO_INTEREST_EXPENSE,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Boolean,0
OCPNCY_RETAIL_STRIP_CENTER_PPTYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCPNCY_RTL_STRIP_CNTR_PPTYS_CNS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCPNCY_RTL_STRIP_CNTR_PPTYS_SS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OCPNCY_RTL_STRIP_CNTR_PPTYS_UCN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
ODD_LOT_BOOK_VOLUME,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,0
ODD_LOT_BOOK_VOLUME_DATE,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Date,0
ODD_LOT_BOOK_VOLUME_TODAY,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,0
ODD_LOT_VOLUME_DATE,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Date,0
ODS_EMISSIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
OEFFENTLICHE_PFANDBRIEFE_IND,Security Master, , , , , , ,Corp, , , ,Boolean,0
OFAC_FRGN_FINL_INST_SANCT_STAT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_FRGN_FINL_INST_SNCTN_S_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_FULL_SANC_COMPANY,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_NON_SDN_IRANIAN_SANCT_STAT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_NON_SDN_MENU_BASED_SANCTION,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_NON_SDN_MENU_BASED_SNCTN_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SANCTION_CONSTS_WEIGHT,Security Master, ,Equity, , , , , ,Index, , ,Bulk Format,0
OFAC_SANCTION_EXP_AGG_WEIGHT,Security Master, ,Equity, , , , , ,Index, , ,Real,0
OFAC_SANCTION_RUSSIA_DIRCTVE_1A,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_SANCTION_RUSSIA_DIRECTIVE_2,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_SANCTION_RUSSIA_DIRECTIVE_3,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_SANCTION_RUSSIA_DIRECTIVE_4,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_SANCTIONED_CONSTITUENTS,Security Master, ,Equity, , , , , ,Index, , ,Bulk Format,0
OFAC_SANCTIONED_SECURITY,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Boolean,0
OFAC_SANCTN_RUSSA_DIRCTVE_1A_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SANCTN_RUSSA_DIRCTVE_2_DATE,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SANCTN_RUSSA_DIRCTVE_3_DATE,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SANCTN_RUSSIA_DIRCTVE_4_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SECTORAL_BELARUS_DIRCTVE_1,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_SECTORAL_DIRECTIVE_4_DATE,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SECTORAL_SANC_CO,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,0
OFAC_SECTORAL_SANC_DIRCTVE_1_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SECTORAL_SANC_DIRCTVE_2_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SECTORAL_SANC_DIRCTVE_3_DT,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFAC_SECTORAL_SANC_DIRECTIVE_1,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_SECTORAL_SANC_DIRECTIVE_2,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_SECTORAL_SANC_DIRECTIVE_3,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_SECTORAL_SANC_DIRECTIVE_4,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Character,0
OFAC_SECTRL_BELRS_DIRCTVE_1_DATE,Security Master, ,Equity,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Date,0
OFF_BK_BLOCK_OR_CC_VOLUME_DT,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Date,0
OFF_BK_BLOCK_OR_CC_VOLUME_TODAY,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,22
OFF_BOOK_BLOCK_OR_CC_VOLUME,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,28
OFF_BOOK_ODD_LOT_VOLUME,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,8
OFF_BOOK_ODD_LOT_VOLUME_TODAY,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,8
OFF_BOOK_VOLUME,End of Day Pricing, ,Equity, , , , , , , , ,Integer,30
OFF_BOOK_VOLUME_DATE,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Date,28
OFF_BOOK_VOLUME_TODAY,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Integer,28
OFF_EXCHANGE_VOLUME_DATE,End of Day Pricing,Comdty,Equity,Muni,Pfd, ,Govt,Corp,Index,Curncy,Mtge,Date,6
OFF_ON_EXCH_VOLUME,End of Day Pricing, ,Equity, , , , , , , , ,Integer,6
OFF_REGULATED_MARKET_TRANS_RT,Security Master, ,Equity, , , , , , , , ,Real,6
OFFER_GMO_FREE_ALTERNTVE_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,6
OFFERING_BEST_EFFORTS,Security Master, ,Equity, , , , , , , , ,Boolean,10
OFFERING_BLOCK_TRADE,Security Master, ,Equity, , , , , , , , ,Boolean,30
OFFERING_BOUGHT_DEAL,Security Master, ,Equity, , , , , , , , ,Boolean,4
OFFERING_CHINA_A_SHARE,Security Master, ,Equity, , , , , , , , ,Boolean,20
OFFERING_FIRST_LISTING_DATE,Security Master, ,Equity, , , , , , , , ,Date,6
OFFERING_GREENSHOE_EX_DATE,Security Master, ,Equity, , , , , , , , ,Date,10
